date,activity_id,name,type_key,start_local,start_gmt,elapsed_sec,moving_sec,distance_m,avg_speed_mps,avg_pace_sec_per_km,avg_pace_sec_per_mile,avg_hr,max_hr,calories,training_effect,aerobic_te,anaerobic_te,elev_gain_m,elev_loss_m,device_name,weather_temp_c,weather_humidity,weather_condition,gear,rpe,perceived_feel,splits_json,laps_json,notes,sets_count,total_reps,total_weight_kg,strength_sets_json,cadence_avg,stride_len_m,avg_power_w,terrain_type,steps
2025-07-19,19783631052,Lubbock Running,running,2025-07-19 08:18:34,2025-07-19 13:18:34,,,,,,,,,,,,,,,,,,,,,,"{""activityId"":19783631052,""lapDTOs"":[{""startTimeGMT"":""2025-07-19T13:18:34.0"",""startLatitude"":33.53459045290947,""startLongitude"":-101.89214900135994,""distance"":1609.34,""duration"":579.72,""movingDuration"":579.72,""elapsedDuration"":579.72,""elevationGain"":4.61,""elevationLoss"":6.67,""maxElevation"":989.4,""minElevation"":983.0,""averageSpeed"":2.7760000228881836,""averageMovingSpeed"":2.7760643882397087,""maxSpeed"":3.078999996185303,""calories"":133.0,""bmrCalories"":15.0,""averageHR"":123.0,""maxHR"":141.0,""averageRunCadence"":164.328125,""maxRunCadence"":176.0,""averagePower"":366.0,""maxPower"":444.0,""minPower"":0.0,""normalizedPower"":373.0,""totalWork"":50.83507954615969,""groundContactTime"":277.29998779296875,""strideLength"":101.57000122070313,""verticalOscillation"":8.60999984741211,""verticalRatio"":8.510000228881836,""endLatitude"":33.526006462052464,""endLongitude"":-101.89244898967445,""maxVerticalSpeed"":0.40002441406250006,""avgGradeAdjustedSpeed"":2.7829999923706055,""lapIndex"":1,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":0},{""startTimeGMT"":""2025-07-19T13:28:14.0"",""startLatitude"":33.52599355392158,""startLongitude"":-101.89247287809849,""distance"":1609.34,""duration"":543.829,""movingDuration"":543.829,""elapsedDuration"":543.829,""elevationGain"":2.81,""elevationLoss"":4.92,""maxElevation"":990.4,""minElevation"":984.2,""averageSpeed"":2.9590001106262207,""averageMovingSpeed"":2.959275850512913,""maxSpeed"":3.134999990463257,""calories"":141.0,""bmrCalories"":14.0,""averageHR"":143.0,""maxHR"":147.0,""averageRunCadence"":162.484375,""maxRunCadence"":169.0,""averagePower"":407.0,""maxPower"":451.0,""minPower"":210.0,""normalizedPower"":408.0,""totalWork"":52.74437830845677,""groundContactTime"":277.5,""strideLength"":110.3199951171875,""verticalOscillation"":9.11999969482422,""verticalRatio"":8.270000457763672,""endLatitude"":33.51390106603503,""endLongitude"":-101.89551257528365,""maxVerticalSpeed"":0.40002441406250006,""avgGradeAdjustedSpeed"":2.98799991607666,""lapIndex"":2,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":1},{""startTimeGMT"":""2025-07-19T13:37:18.0"",""startLatitude"":33.513880614191294,""startLongitude"":-101.89549908041954,""distance"":1609.34,""duration"":558.911,""movingDuration"":558.911,""elapsedDuration"":558.911,""elevationGain"":9.82,""elevationLoss"":6.78,""maxElevation"":990.2,""minElevation"":982.2,""averageSpeed"":2.878999948501587,""averageMovingSpeed"":2.8794207573102604,""maxSpeed"":3.125999927520752,""calories"":145.0,""bmrCalories"":14.0,""averageHR"":147.0,""maxHR"":152.0,""averageRunCadence"":159.125,""maxRunCadence"":197.0,""averagePower"":402.0,""maxPower"":488.0,""minPower"":0.0,""normalizedPower"":407.0,""totalWork"":53.6990276896053,""groundContactTime"":280.20001220703125,""strideLength"":108.80000000000001,""verticalOscillation"":9.130000305175782,""verticalRatio"":8.390000343322754,""endLatitude"":33.500073440372944,""endLongitude"":-101.89629603177309,""maxVerticalSpeed"":1.20001220703125,""avgGradeAdjustedSpeed"":2.9360001087188716,""lapIndex"":3,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":2},{""startTimeGMT"":""2025-07-19T13:46:37.0"",""startLatitude"":33.50004678592086,""startLongitude"":-101.89629427157342,""distance"":1609.34,""duration"":569.894,""movingDuration"":566.0,""elapsedDuration"":600.892,""elevationGain"":11.57,""elevationLoss"":16.25,""maxElevation"":989.0,""minElevation"":981.6,""averageSpeed"":2.8239998817443848,""averageMovingSpeed"":2.8433568300712233,""maxSpeed"":3.266000032424927,""calories"":144.0,""bmrCalories"":15.0,""averageHR"":146.0,""maxHR"":150.0,""averageRunCadence"":159.390625,""maxRunCadence"":167.0,""averagePower"":392.0,""maxPower"":485.0,""minPower"":0.0,""normalizedPower"":392.0,""totalWork"":53.46036534431817,""groundContactTime"":281.29998779296875,""strideLength"":107.0699951171875,""verticalOscillation"":9.040000152587892,""verticalRatio"":8.460000038146973,""endLatitude"":33.48554139956832,""endLongitude"":-101.89627926796675,""maxVerticalSpeed"":0.8000488281250001,""avgGradeAdjustedSpeed"":2.835000038146972,""lapIndex"":4,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":3},{""startTimeGMT"":""2025-07-19T13:56:38.0"",""startLatitude"":33.48551893606782,""startLongitude"":-101.8962815310806,""distance"":1609.34,""duration"":594.758,""movingDuration"":594.758,""elapsedDuration"":594.758,""elevationGain"":15.67,""elevationLoss"":16.4,""maxElevation"":990.0,""minElevation"":981.8,""averageSpeed"":2.7060000896453853,""averageMovingSpeed"":2.705873611975557,""maxSpeed"":3.003999948501587,""calories"":146.0,""bmrCalories"":15.0,""averageHR"":148.0,""maxHR"":153.0,""averageRunCadence"":158.265625,""maxRunCadence"":240.0,""averagePower"":376.0,""maxPower"":467.0,""minPower"":101.0,""normalizedPower"":384.0,""totalWork"":53.46036534431817,""groundContactTime"":283.3999938964844,""strideLength"":102.95999755859376,""verticalOscillation"":8.669999694824218,""verticalRatio"":8.430000305175781,""endLatitude"":33.47115034237504,""endLongitude"":-101.89601272344589,""maxVerticalSpeed"":0.79998779296875,""avgGradeAdjustedSpeed"":2.726999998092651,""lapIndex"":5,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":4},{""startTimeGMT"":""2025-07-19T14:06:33.0"",""startLatitude"":33.47112410701811,""startLongitude"":-101.89600601792336,""distance"":1609.34,""duration"":611.682,""movingDuration"":611.0,""elapsedDuration"":611.682,""elevationGain"":16.11,""elevationLoss"":11.83,""maxElevation"":993.2,""minElevation"":982.8,""averageSpeed"":2.63100004196167,""averageMovingSpeed"":2.6339442975782528,""maxSpeed"":2.994999885559082,""calories"":143.0,""bmrCalories"":16.0,""averageHR"":145.0,""maxHR"":153.0,""averageRunCadence"":159.3125,""maxRunCadence"":237.0,""averagePower"":357.0,""maxPower"":457.0,""minPower"":142.0,""normalizedPower"":370.0,""totalWork"":52.028391272595364,""groundContactTime"":281.5,""strideLength"":99.50999755859375,""verticalOscillation"":8.44000015258789,""verticalRatio"":8.5,""endLatitude"":33.46480054780841,""endLongitude"":-101.90483970567584,""maxVerticalSpeed"":1.4000244140625,""avgGradeAdjustedSpeed"":2.6740000247955322,""lapIndex"":6,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":5},{""startTimeGMT"":""2025-07-19T14:16:44.0"",""startLatitude"":33.464778335765004,""startLongitude"":-101.90484004095197,""distance"":1609.34,""duration"":639.614,""movingDuration"":639.614,""elapsedDuration"":639.614,""elevationGain"":9.71,""elevationLoss"":10.13,""maxElevation"":990.8,""minElevation"":984.8,""averageSpeed"":2.5160000324249268,""averageMovingSpeed"":2.5161111723951555,""maxSpeed"":2.930000066757202,""calories"":142.0,""bmrCalories"":17.0,""averageHR"":142.0,""maxHR"":151.0,""averageRunCadence"":158.203125,""maxRunCadence"":172.0,""averagePower"":322.0,""maxPower"":445.0,""minPower"":133.0,""normalizedPower"":337.0,""totalWork"":49.164443129149745,""groundContactTime"":282.29998779296875,""strideLength"":97.62000122070313,""verticalOscillation"":8.19000015258789,""verticalRatio"":8.40999984741211,""endLatitude"":33.466902393847704,""endLongitude"":-101.89835001714528,""maxVerticalSpeed"":1.4000244140625,""avgGradeAdjustedSpeed"":2.556999921798706,""lapIndex"":7,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":6},{""startTimeGMT"":""2025-07-19T14:27:24.0"",""startLatitude"":33.46692896448076,""startLongitude"":-101.89834414981306,""distance"":1609.34,""duration"":612.302,""movingDuration"":612.0,""elapsedDuration"":612.302,""elevationGain"":5.61,""elevationLoss"":8.33,""maxElevation"":989.4,""minElevation"":982.8,""averageSpeed"":2.628000020980835,""averageMovingSpeed"":2.629640467026654,""maxSpeed"":3.134999990463257,""calories"":142.0,""bmrCalories"":16.0,""averageHR"":146.0,""maxHR"":157.0,""averageRunCadence"":158.75,""maxRunCadence"":176.0,""averagePower"":317.0,""maxPower"":414.0,""minPower"":0.0,""normalizedPower"":337.0,""totalWork"":46.30049498570413,""groundContactTime"":272.1000061035156,""strideLength"":99.45,""verticalOscillation"":8.05999984741211,""verticalRatio"":8.130000114440918,""endLatitude"":33.47871132194996,""endLongitude"":-101.89634959213436,""maxVerticalSpeed"":0.40002441406250006,""avgGradeAdjustedSpeed"":2.6500000953674316,""lapIndex"":8,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":7},{""startTimeGMT"":""2025-07-19T14:37:36.0"",""startLatitude"":33.47874233499169,""startLongitude"":-101.89635118469596,""distance"":1609.34,""duration"":646.843,""movingDuration"":646.843,""elapsedDuration"":646.843,""elevationGain"":2.26,""elevationLoss"":2.47,""maxElevation"":985.0,""minElevation"":981.4,""averageSpeed"":2.48799991607666,""averageMovingSpeed"":2.4879915560438715,""maxSpeed"":3.3399999141693115,""calories"":143.0,""bmrCalories"":17.0,""averageHR"":145.0,""maxHR"":158.0,""averageRunCadence"":151.8125,""maxRunCadence"":176.0,""averagePower"":293.0,""maxPower"":414.0,""minPower"":0.0,""normalizedPower"":326.0,""totalWork"":45.34584560455559,""groundContactTime"":276.20001220703125,""strideLength"":98.65,""verticalOscillation"":7.80999984741211,""verticalRatio"":7.920000076293945,""endLatitude"":33.49312459118664,""endLongitude"":-101.89637599512935,""maxVerticalSpeed"":0.20001220703125003,""avgGradeAdjustedSpeed"":2.552999973297119,""lapIndex"":9,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":8},{""startTimeGMT"":""2025-07-19T14:48:23.0"",""startLatitude"":33.493150658905506,""startLongitude"":-101.89637809060514,""distance"":1609.34,""duration"":619.998,""movingDuration"":618.0,""elapsedDuration"":626.001,""elevationGain"":4.72,""elevationLoss"":3.15,""maxElevation"":988.4,""minElevation"":983.6,""averageSpeed"":2.5959999561309814,""averageMovingSpeed"":2.604109977055522,""maxSpeed"":3.115999937057495,""calories"":156.0,""bmrCalories"":16.0,""averageHR"":154.0,""maxHR"":161.0,""averageRunCadence"":154.890625,""maxRunCadence"":177.0,""averagePower"":306.0,""maxPower"":390.0,""minPower"":0.0,""normalizedPower"":326.0,""totalWork"":45.10718325926845,""groundContactTime"":272.29998779296875,""strideLength"":99.0,""verticalOscillation"":7.95999984741211,""verticalRatio"":8.069999694824219,""endLatitude"":33.50762444548309,""endLongitude"":-101.89645243808627,""maxVerticalSpeed"":0.40002441406250006,""avgGradeAdjustedSpeed"":2.65499997138977,""lapIndex"":10,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":9},{""startTimeGMT"":""2025-07-19T14:58:49.0"",""startLatitude"":33.50765378214419,""startLongitude"":-101.89645059406757,""distance"":1609.34,""duration"":628.121,""movingDuration"":628.0,""elapsedDuration"":628.121,""elevationGain"":5.76,""elevationLoss"":5.83,""maxElevation"":987.2,""minElevation"":981.0,""averageSpeed"":2.5620000362396236,""averageMovingSpeed"":2.562643257675657,""maxSpeed"":3.200000047683716,""calories"":158.0,""bmrCalories"":16.0,""averageHR"":156.0,""maxHR"":161.0,""averageRunCadence"":160.921875,""maxRunCadence"":183.0,""averagePower"":318.0,""maxPower"":421.0,""minPower"":84.0,""normalizedPower"":330.0,""totalWork"":47.73246905742694,""groundContactTime"":274.0,""strideLength"":98.05999755859375,""verticalOscillation"":7.969999694824219,""verticalRatio"":8.170000076293945,""endLatitude"":33.51880431175232,""endLongitude"":-101.8964697048068,""maxVerticalSpeed"":0.79998779296875,""avgGradeAdjustedSpeed"":2.6419999599456787,""lapIndex"":11,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":10},{""startTimeGMT"":""2025-07-19T15:09:17.0"",""startLatitude"":33.518830966204405,""startLongitude"":-101.8964731413871,""distance"":1609.34,""duration"":643.716,""movingDuration"":642.0,""elapsedDuration"":652.715,""elevationGain"":2.42,""elevationLoss"":2.4,""maxElevation"":986.4,""minElevation"":983.4,""averageSpeed"":2.5,""averageMovingSpeed"":2.5067600713712035,""maxSpeed"":3.059999942779541,""calories"":155.0,""bmrCalories"":17.0,""averageHR"":156.0,""maxHR"":166.0,""averageRunCadence"":157.71875,""maxRunCadence"":176.0,""averagePower"":306.0,""maxPower"":387.0,""minPower"":0.0,""normalizedPower"":321.0,""totalWork"":47.01648202156554,""groundContactTime"":275.20001220703125,""strideLength"":96.2,""verticalOscillation"":8.05999984741211,""verticalRatio"":8.40999984741211,""endLatitude"":33.528085090219975,""endLongitude"":-101.8879095185548,""maxVerticalSpeed"":1.0,""avgGradeAdjustedSpeed"":2.5889999866485596,""lapIndex"":12,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":11},{""startTimeGMT"":""2025-07-19T15:20:10.0"",""startLatitude"":33.528114007785916,""startLongitude"":-101.88790624961257,""distance"":1609.34,""duration"":667.426,""movingDuration"":665.0,""elapsedDuration"":681.426,""elevationGain"":9.12,""elevationLoss"":1.21,""maxElevation"":992.2,""minElevation"":984.0,""averageSpeed"":2.4110000133514404,""averageMovingSpeed"":2.4200600989779137,""maxSpeed"":3.134999990463257,""calories"":162.0,""bmrCalories"":17.0,""averageHR"":159.0,""maxHR"":166.0,""averageRunCadence"":150.328125,""maxRunCadence"":174.0,""averagePower"":297.0,""maxPower"":452.0,""minPower"":0.0,""normalizedPower"":324.0,""totalWork"":47.25514436685267,""groundContactTime"":279.5,""strideLength"":96.27000122070314,""verticalOscillation"":7.880000305175781,""verticalRatio"":8.229999542236328,""endLatitude"":33.53607136756182,""endLongitude"":-101.89326429739594,""maxVerticalSpeed"":0.79998779296875,""avgGradeAdjustedSpeed"":2.4749999046325684,""lapIndex"":13,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":12},{""startTimeGMT"":""2025-07-19T15:31:31.0"",""startLatitude"":33.53604747913778,""startLongitude"":-101.89323948696256,""distance"":197.87,""duration"":56.551,""movingDuration"":56.0,""elapsedDuration"":56.551,""elevationGain"":1.16,""elevationLoss"":0.0,""maxElevation"":993.4,""minElevation"":991.4,""averageSpeed"":3.499000072479248,""averageMovingSpeed"":3.533392769949777,""maxSpeed"":3.619999885559082,""calories"":17.0,""bmrCalories"":1.0,""averageHR"":169.0,""maxHR"":172.0,""averageRunCadence"":166.625,""maxRunCadence"":169.0,""averagePower"":484.0,""maxPower"":514.0,""minPower"":455.0,""normalizedPower"":465.0,""totalWork"":6.682545668039771,""groundContactTime"":260.79998779296875,""strideLength"":125.74000244140626,""verticalOscillation"":9.59000015258789,""verticalRatio"":7.619999885559082,""endLatitude"":33.53461350314319,""endLongitude"":-101.89223106019199,""maxVerticalSpeed"":0.60003662109375,""avgGradeAdjustedSpeed"":3.4949998855590825,""lapIndex"":14,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""INTERVAL"",""messageIndex"":13}],""eventDTOs"":[{""startTimeGMT"":""2025-07-19T13:18:33.0"",""startTimeGMTDoubleValue"":1752931113000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T13:18:34.0"",""startTimeGMTDoubleValue"":1752931114000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T13:47:30.0"",""startTimeGMTDoubleValue"":1752932850000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T13:47:50.0"",""startTimeGMTDoubleValue"":1752932870000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T13:52:59.0"",""startTimeGMTDoubleValue"":1752933179000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T13:53:10.0"",""startTimeGMTDoubleValue"":1752933190000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T14:57:10.0"",""startTimeGMTDoubleValue"":1752937030000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T14:57:16.0"",""startTimeGMTDoubleValue"":1752937036000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T15:10:13.0"",""startTimeGMTDoubleValue"":1752937813000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T15:10:22.0"",""startTimeGMTDoubleValue"":1752937822000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T15:21:50.0"",""startTimeGMTDoubleValue"":1752938510000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-19T15:22:04.0"",""startTimeGMTDoubleValue"":1752938524000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}}]}",[],,,,,,,,,road_treadmill,
2025-07-23,19819002970,Lubbock Walking,walking,2025-07-22 20:19:29,2025-07-23 01:19:29,,,,,,,,,,,,,,,,,,,,,,"{""activityId"":19819002970,""lapDTOs"":[{""startTimeGMT"":""2025-07-23T01:19:29.0"",""startLatitude"":33.53457435965538,""startLongitude"":-101.89212997443974,""distance"":1609.34,""duration"":1312.221,""movingDuration"":1296.0,""elapsedDuration"":1312.221,""elevationGain"":1.07,""elevationLoss"":4.21,""maxElevation"":991.2,""minElevation"":986.6,""averageSpeed"":1.2259999513626099,""averageMovingSpeed"":1.241774664984809,""maxSpeed"":1.6799999475479126,""calories"":111.0,""bmrCalories"":34.0,""averageHR"":82.0,""maxHR"":90.0,""averageRunCadence"":99.59375,""maxRunCadence"":114.0,""averageTemperature"":32.0,""maxTemperature"":34.0,""minTemperature"":29.0,""endLatitude"":33.53237796574831,""endLongitude"":-101.89314611256123,""maxVerticalSpeed"":0.10000610351562501,""lapIndex"":1,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""ACTIVE"",""messageIndex"":0},{""startTimeGMT"":""2025-07-23T01:41:22.0"",""startLatitude"":33.53238634765148,""startLongitude"":-101.89313781447709,""distance"":835.3,""duration"":662.882,""movingDuration"":406.0,""elapsedDuration"":662.882,""elevationGain"":4.67,""elevationLoss"":4.59,""maxElevation"":989.4,""minElevation"":982.6,""averageSpeed"":1.2599999904632568,""averageMovingSpeed"":2.057389132494997,""maxSpeed"":5.794000148773193,""calories"":59.0,""bmrCalories"":17.0,""averageHR"":86.0,""maxHR"":101.0,""averageRunCadence"":46.421875,""maxRunCadence"":130.0,""averageTemperature"":34.0,""maxTemperature"":34.0,""minTemperature"":33.0,""endLatitude"":33.5316392686218,""endLongitude"":-101.89287998713553,""maxVerticalSpeed"":0.79998779296875,""lapIndex"":2,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""ACTIVE"",""messageIndex"":1}],""eventDTOs"":[{""startTimeGMT"":""2025-07-23T01:19:28.0"",""startTimeGMTDoubleValue"":1753233568000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-23T01:19:29.0"",""startTimeGMTDoubleValue"":1753233569000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}}]}",[],,,,,,,,,,
2025-07-25,19847507115,Lubbock Walking - moving again ,walking,2025-07-25 13:52:10,2025-07-25 18:52:10,,,,,,,,,,,,,,,,,,,,,,"{""activityId"":19847507115,""lapDTOs"":[{""startTimeGMT"":""2025-07-25T18:52:10.0"",""startLatitude"":33.58144344761968,""startLongitude"":-101.8456484656781,""distance"":1415.82,""duration"":1027.63,""movingDuration"":1004.0,""elapsedDuration"":1166.503,""elevationGain"":1.14,""elevationLoss"":4.25,""maxElevation"":978.0,""minElevation"":973.2,""averageSpeed"":1.3780000209808347,""averageMovingSpeed"":1.410179229371576,""maxSpeed"":2.3329999446868896,""calories"":99.0,""bmrCalories"":27.0,""averageHR"":81.0,""maxHR"":92.0,""averageRunCadence"":105.53125,""maxRunCadence"":159.0,""averageTemperature"":34.0,""maxTemperature"":36.0,""minTemperature"":29.0,""endLatitude"":33.58125552535057,""endLongitude"":-101.84584544040263,""maxVerticalSpeed"":0.40000406901041674,""lapIndex"":1,""lengthDTOs"":[],""connectIQMeasurement"":[],""intensityType"":""ACTIVE"",""messageIndex"":0}],""eventDTOs"":[{""startTimeGMT"":""2025-07-25T18:52:09.0"",""startTimeGMTDoubleValue"":1753469529000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-25T18:52:10.0"",""startTimeGMTDoubleValue"":1753469530000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-25T18:52:10.0"",""startTimeGMTDoubleValue"":1753469530000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}},{""startTimeGMT"":""2025-07-25T18:54:29.0"",""startTimeGMTDoubleValue"":1753469669000.0,""sectionTypeDTO"":{""id"":4,""key"":""timerTrigger"",""sectionTypeKey"":""TIMER_TRIGGER""}}]}",[],,,,,,,,,,
